video_id,comment_id,text,author,published_at,like_count
tH4HytdBzmM,UgxQfbpubDdyK3Aejlh4AaABAg,Imperial Measure as a subject 🤣 or a mental health problem,@IrishPhotoArchive1952,2023-01-09 02:53:37+00:00,0
tH4HytdBzmM,UgzKr3asDSWHKUh7MLZ4AaABAg,Maybe Sunak just talks about studying maths longer because he's a rich kid and the question of whether he actually learned anything in school never really mattered?,@lexslate2476,2023-01-09 02:52:19+00:00,0
tH4HytdBzmM,UgwbyZP9RIIBgyMI3Jx4AaABAg,"But its like you said in the beginning, last thing tories want is an intelligent, involved, curious population that would confidently hold them to account. When my kids asked me if would have to go to war, I told them not to worry about it, for the same reason. tories in no way could handle a military grade population. I taught them to light a fire, pick a lock, strip a rifle, throw a knife butcher a chicken and be at home outside. I taught them to punch up not down, to do justice without regard for wealth or position. He's in his final year of university. The tories must hate me, lol, good!!!",@jkdoghouse,2023-01-09 02:15:07+00:00,0
tH4HytdBzmM,Ugy6-CYszkECyNDylsZ4AaABAg,"If there was a policy to teach critical thinking and/or history as a thing to learn from not just about, it would be in my top 5 since an educated electorate is the best guard against governments like this one, once you've got a voting system that cares what that electorate wants.",@HighlyImprobableName,2023-01-09 01:55:24+00:00,0
tH4HytdBzmM,UgyJ5ZtjNUS8QQz0IBV4AaABAg,"I tought students where I was just a week ahead of my students - it was compiler compilers I grant you, but the important thing was - perhaps I was as good a teacher as those who new the subject inside out - precisely because I had just learnt it.",@douglasrogers3918,2023-01-09 01:41:30+00:00,0
tH4HytdBzmM,UgyP8VLfPeE0Vp3kcwZ4AaABAg,Sometimes people are so good at maths they do not understand why other people have problems with learning it. I ran into one of these at university.,@seriousmaran9414,2023-01-09 01:36:12+00:00,0
tH4HytdBzmM,UgwyzCyMH3C_v3kCxpN4AaABAg,"Seriously, why do you need to study math beyond a certain level, For most people . if you tender money for a product and you can tell that the change is correct, is enough.
Even this is dated thinking  as money is starting to disappear and credit cards and online commerce increase.
Sure you need numerical understanding, but for  most people Algebra, Geometry . Binary is a non starter.
I would seriously pose the question  ""who really uses the things they learnt as a child in there everyday life, ""
There are so much more practical skills that could be learnt that would be more useful. 
I would suggest a far better balance could be reached in education.",@johnfisher697,2023-01-09 01:24:18+00:00,0
tH4HytdBzmM,UgwddObhctphuzuUwMN4AaABAg,"As you’ve said before Phil, critical thinking is just as important as maths, only if this happened the Tories would be out on their ears……",@markherzog9484,2023-01-09 01:18:26+00:00,0
tH4HytdBzmM,UgyDdzB8ui-JfsmisMF4AaABAg,"He has no details on policy, its just bluff, they can't fix it because they broke it deliberately. He's trying to make a few undecided plebs  believe his vision that he hasn't got.",@revolutionliberty294,2023-01-09 01:13:01+00:00,0
tH4HytdBzmM,UgyECM4KXujro2ymC4l4AaABAg,He's just putting up more tory smoke and mirrors,@EGF1000,2023-01-09 01:03:01+00:00,0
tH4HytdBzmM,UgxsNiK168ttLhbcgDR4AaABAg,"28-1= More, much more.",@SirAntoniousBlock,2023-01-09 00:45:55+00:00,0
tH4HytdBzmM,UgwW1VPo4Zg8UBhkiBJ4AaABAg,I simply didn't realise this...😲,@polliebain7450,2023-01-09 00:44:48+00:00,0
tH4HytdBzmM,UgwZvjh80GIcrI822654AaABAg,Sounds like one of Dr Phil's old classes. 😂,@candidaprout8441,2023-01-09 00:40:33+00:00,0
tH4HytdBzmM,UgxORk0pMATeKfwMJf14AaABAg,Well Sunak also needs a private Psychiatrist https://youtu.be/VvixEeuNQVk,@cabaroigcostablanca,2023-01-09 00:33:01+00:00,0
tH4HytdBzmM,UgxFHM9ZDCRyHo8Gt-V4AaABAg,Maths OK: just teach the electorate that 42% of the popular vote isn't a majority and that it should be the 58% majority of the popular vote. that sould be running the asylum.,@michaelmayo3127,2023-01-09 00:30:00+00:00,0
tH4HytdBzmM,UgxjZs-P1-j-t6_srU94AaABAg,"you can force students to be in a maths class, but you can't force students to learn maths. It needs more time and work but maths need not be taught maths class. You would never trust an inumerate carpenter or cook. Embedding basic numeracy skills in other subjects would achieve more than having bored students being in a class they don't want to be.",@KTo288,2023-01-09 00:27:53+00:00,0
tH4HytdBzmM,Ugw--JsL9OnTX5nhmht4AaABAg,"The Tory government 
1. The UK should pay less for food 
2. The UK should pay less for fuel 
3. The UK should have clean Rivers 
4. The UK should make trade deals 
5. The Uk should ………..",@battles423,2023-01-09 00:17:57+00:00,0
tH4HytdBzmM,UgwE6uQ9t5YnkK8C9wB4AaABAg,"When , I was doing my o'grades and highers { Scotland } there was a subject called arithmetic that covered all the basics that people will need and use in their normal life. I like the rest of us these skills everyday. Meanwhile I also did my maths higher most of which is of little utility unless you work in specific fields",@jimstirling7223,2023-01-08 23:30:45+00:00,1
tH4HytdBzmM,UgwKWXaZUmK3JWJz7NN4AaABAg,"Some people are simply not good at maths. There are many possible reasons why someone might not be good at maths. Some people may have learning disabilities that make it difficult for them to understand mathematical concepts. Others may have had negative experiences with math in the past, which have caused them to develop a fear or anxiety around the subject. Still others may simply have a natural lack of aptitude for math. Lack of aptitude is important. I was not great at maths in school. I got my GCSE and gave up on the subject. Others may not even achieve a good GCSE result, so why force them to study something which they are probably going to fail at? This sets up a wave of demoralised students. This may cause them to cease their studies due to frustration. This cannot be good. Also, if you are going to force people to study subjects rooted in logic, why not add coding to the mix? Surely that is a good 21st century skill.
As far as 21st century skills are concerned, why not teach Critical Thinking? 

 Critical thinking is a mental process that involves carefully evaluating information and considering options before making a decision. It involves the ability to think logically and objectively, and to analyze and evaluate arguments and evidence in order to reach a well-reasoned conclusion. It is an essential skill that can be applied to many different areas of life, including problem-solving, decision-making, and evaluating information. Critical thinking requires an open mind and the willingness to consider multiple perspectives on an issue, as well as the ability to identify biases and assumptions that may affect one's thinking. It is an important skill to develop as it can help you to become a more effective and rational thinker, and to make better decisions in your personal and professional life.

I suppose that if this was taught, no-one would ever vote Conservative!


Additionally, a lack of access to quality maths education can also contribute to someone's difficulty with the subject. This is a salient point, where are they going to get the additional maths teachers from? Education already struggles with recruitment and retention of teachers. 

It's important to note that anyone can improve their maths skills with effort and practice, and that there are many resources available to help people learn math at their own pace. So if you want to improve your maths skills, get a tutor, even watch YouTube videos or buy a course on Udemy or another learning platform. There are some high-quality resources available these days.

The Government should consider redesigning the education system so it is fit for purpose in the 21st Century. My background is in second language teaching. The existing system of studying grammar and vocabulary, reading texts, listening to audio and writing essays or reports simply does not work. The purpose of a language is to allow communication. In order to communicate, we speak. Yet language classes have little or no focus on the oral production of language. Students learn about things like modal verbs, defining and non-defining relative clauses and so on, but they don’t learn how to speak. I used the preposition “about” deliberately because in our system, the students learn about language. We do not produce effective communicators.",@andrewmacdonald1103,2023-01-08 23:28:03+00:00,0
tH4HytdBzmM,UgyYDziMT-nUWnj6IdN4AaABAg,"I hated maths beyond basic times table and percentages I was crap , but beyond this most folk don’t need the advanced stuff.",@growlerthe2nd712,2023-01-08 23:27:31+00:00,2
tH4HytdBzmM,UgzVEiFPSQ7l2VRpr4h4AaABAg,"I think the way we teach maths should be looked at from a younger age from year 3.
Introduce them to the decimal points and comma
 Multiplication I would link with adding, and do 1,2,3,5 and 7, so starting off with the two times table, I go back to something they know and do what is 4+4 or 5+5, then tell them another way of rewriting this is 2×4 or 2×5 and this is called doubling and the answer is double.
Then the 3 times table, that any number Multiple by three is called tripling the same as as adding the number to its double

Or fractions instead 
One over two that, to add zero or zeros to the 1 and show them ten over two get rid of the 0 and show them the decimal point moved as well before the 5.",@jameshumphreys9715,2023-01-08 23:25:31+00:00,0
tH4HytdBzmM,UgyHWQ5xgszXSzT0gcN4AaABAg,His whole life is meaningless. He married the wealthy daughter of a dodgy Hindu financier. Why do I have to pay tax to subsidise her tax avoidance?,@stuartmiller2384,2023-01-08 23:24:58+00:00,0
tH4HytdBzmM,UgwvPED2_CGQstcgqsp4AaABAg,Let them eat maths?,@petergaskinuk-1785,2023-01-08 23:21:45+00:00,0
tH4HytdBzmM,UgzuB8jMakCr8CL7FU94AaABAg,My family have a history of dyslexia . I unlike my son escaped it but I have a major problem with maths. I cannot hold a number in short term memory so don’t know my car registration and my car is a decade old. I cannot remember anything beyond 3 digits so no home or mobile number. I understand the process but am I unable to hold numbers in order to manipulate them. This is a problem few in education recognise. As an A achieving student except in maths and physics I was the despair of my teachers. The joy of dropping maths at 16 was a huge relief. Maturity allows me to cope by using different strategies to achieve basic stuff like percentages or multiplication. I do Suduko every day to keep my brain alert to numbers but that’s logic more than maths and it’s visual  But passwords are a nightmare if they have to Include numbers. So I implore teachers to recognise this disability. Played dominoes once and had to count the spots to the amusement of everyone else. Felt a real clown,@judithmatthews8460,2023-01-08 23:21:45+00:00,0
tH4HytdBzmM,UgxOTgAszr_3akko3XJ4AaABAg,"Sunak have nicked that from my new conservative goverment?
And the teachers union asks, where do goverment find those new math teachers?",@stiglarsson8405,2023-01-08 23:18:41+00:00,0
tH4HytdBzmM,UgwhlVlNJnQ0pQlw7Y14AaABAg,Or now hear me out we could start formal schooling later.. when kids are actually ready to start learning proper maths. Personally I think 6 would be a better starting age than just turned 4. Then finishing up formal education at 18 instead of 16.,@immir6647,2023-01-08 23:12:41+00:00,0
tH4HytdBzmM,UgxZoZKtjW4wA6s7ikR4AaABAg,At least you'll be able to calculate how far up s**t Street you are.....,@InverhavonRailways,2023-01-08 23:07:53+00:00,0
tH4HytdBzmM,UgwMybh2oLqUb04zaLx4AaABAg,"I mean it might not be that bad of an idea. Think about it, with how bad our education system is currently making kids study Maths, English, any subject really they might have a similar level of understanding as say a 12 year old in the rest of the advanced world.",@pirate_duck4985,2023-01-08 23:04:47+00:00,0
tH4HytdBzmM,UgytPDdEF1D7wklL6n54AaABAg,His maths policy shows someone who knows nothing about maths.  Maths has nothing to do with numeracy!  Every adult should be numerate and literate.,@edwardanthony8929,2023-01-08 23:03:36+00:00,0
tH4HytdBzmM,UgyRaOoP_Uph2eE_ivJ4AaABAg,Makes me wonder about the use of the private sector in education if all that one of its flagships (Winchester College) can produce is someone like Rishi Sunak.,@hreader,2023-01-08 22:58:07+00:00,0
tH4HytdBzmM,UgxfqYds_2ng9yv0pW54AaABAg,5:58 Do you mean innumeracy? ;),@Eurisko__78,2023-01-08 22:57:05+00:00,0
tH4HytdBzmM,UgzN8yZOWfCM1Fz7H6x4AaABAg,"I resat maths a few times. First time I did a maths exam in school, I got an E. Then I resat and got a D. Then I went to college and resat maths a few times, over the course of five consecutive years and got Ds and Es. Eventually, I did a level 2 qualification in application of number, which is equivalent of a C grade at GCSE. English was a similar story. In school, I got E in literature and language, although the first language exam result was definitely contributed to by the exam board changing the exam at the last minute, so the whole year group was completely unprepared for it. After a resit, I got a D. Then in college, I got Ds and Es again, with the exception being in my last year at college, in which I got a B. I’ve never considered myself good at maths though, so there’d have been no point me trying to grasp more advanced level maths. All the exams I ever took were foundation tier exams.",@emoakland5339,2023-01-08 22:56:16+00:00,0
tH4HytdBzmM,UgzT46Zeo19hXgc71EF4AaABAg,"I gave up believing anything this government promises a very long time ago. I still can't get a proper in-person GP appointment which tells me all I need to know about this shower. 

With regard to mathematics, I can quite understand the presenter's emphasis on practical numeracy - fair enough. Bit why not try and deliver the intrinsic interest of the subject as well? People read poetry and novels or watch plays for enjoyment and general enrichment (and that's supposedly at least why these things are taught at school), but hardly ever do I hear of the same being done with  mathematics. 

Mathematics is about patterns and the patterns behind patterns. Who can fail to be moved by the Mandelbrot Set, the weird Koch Curve, the sheer elegance of conic sections when visualised (as well as their use in engineering and physics). Or even the patterns in the boring multiplication tables grid. Not just 9, 18, 27, 36... (falling units, rising tens...) but the 8x (cycles endings in 8, 6, 4, 2, 0, 8...). Then ask the class what the 7's do. Les obvious, but there is still an elegant pattern to the final digits - (0)**, 7, 4, 1, 8,5,2, 9,6,3,0,7, 4, 1... i.e. 0 starts the new cycle. Maybe here you could use Cuisenaire rods to help. Might help memorisation, too. In fact the final digits in any base (e.g. 12, 13, hexadecimal, 64...) are an application of arithmetic modulo that base. (Think it out - e.g. look up 'modulo', 'clock arithmetic' and counting bases other than 10 online and see if you can draw similar conclusions!). I'm aware this latter is flies a bit high for primary classrooms. Note however that a lot of code-breaking from Bletchley Park to the present day relies on finding patterns in numbers and statistics. One enterprising maths teacher teamed up with her opposite number in the history department and had her Year 8 class transported back to Bletchley Park during WW2. She then devised messages for the learners to decode using methods appropriate to their abilities. I hope the Ukrainians have something like Bletchley Park now.

I could go on to considerable length but I hope this gives a glimpse of mathematics being interesting for its own sake - although it's also extremely useful in all areas of life from figuring out recipes and the weekly housekeeping budget to spotting Government and corporate bullsh*t - and in understanding all engineering design. And I've found that my  'useful' maths has been greatly enhanced by finding it fascinating. Not every learner will react like me, but if intrinsic interest rather than test results could be pushed a bit harder then at least learners would see the subject for what it really is. 

I strongly recommend 'A Mathematician's Lament' by Dr Paul Lockhart, available online and as a book. He's a PhD who went back to the classroom and his conclusions on mathematics teaching would make the present lot of charlatans, slick biz-persons and con-artists very uncomfortable even though written up ten or twelve years ago! I think a lot of the teaching profession do their best (e.g. maths clubs, intelligent use of online videos and paperwork), but the system is against them.

Finally. I was talking recently at a reunion to a distinguished Old Boy of my school who'd been taught maths in the private sector in the Golden Age of the 1950s (all bow, all scrape!). Unfortunately his 'teacher's method of ensuring retention was sometimes picking on students who hadn't grasped it and sometimes I think liberal use of a blackboard rubber or similar as a missile. Result - gentleman hated and feared mathematics. Then came the twist - he said he often saw patterns in scenes and objects round about him, more or less subconsciously... AARGGHH! Because that's what real mathematics is about! 


**7 times 0 is 0 - anything times zero is zero (including Rishi's credibility!). More formally, 'for all A members of the set R of real numbers, A x 0=0'.",@hreader,2023-01-08 22:55:52+00:00,0
tH4HytdBzmM,Ugw2NgleDjk0R4f8H8F4AaABAg,"My problem with this is that if people have not been encouraged to learn maths by 16, why do they think they are going to get them to stick with it and learn more post 16. If you dog-leg and make it more practical, the question should be why has that already happened?",@richardedgar9670,2023-01-08 22:53:06+00:00,0
tH4HytdBzmM,UgxJ4IhBcuM9RWwoA_x4AaABAg,Sunak is a spineless specimen who is not a PM. UK hasn't had such for 12 years. A PM has the well being of an entire country to consider. .However  like his predecessors he considers only the well being of the wealthy .The rest can be trampled on .His inability was highlighted at a staged photo op at soup kitchen .To ask such a ridiculous question showed his inability to be human & have common sense .Why do the public not insist on an election .UK  GDP is lowest next to Russia . .,@HelenaMikas,2023-01-08 22:47:06+00:00,0
tH4HytdBzmM,UgwpuU6fGfGFpnvbyxt4AaABAg,Maths? Whoa there Neddy! They've got a bloody cheek. This gov't needs lessons in arithmetic never mind mathematics.,@liammalarky3483,2023-01-08 22:46:54+00:00,0
tH4HytdBzmM,Ugwa9zFBphJrvnQvPvN4AaABAg,"On Ch4 there was a series of progs taking a retrospective view of TV. Back to the 80s, I think they were called. One  of them concentrated on kids TV.  And Johnny Ball's maths based 'Think of a number' was one of the kids TV titles highlighted. 

And what Ball said was very interesting. He revealed that although aimed at children, he and his team would receive lots of letters of thanks from adults who were watching when off work sick or unemployed. Because they would explain that this was the first time they had maths explained to them on a practical level. Johnny Ball himself suggested that practical maths should be taught in schools that can be used on a more everyday level. Those who want to learn more advanced maths can be accommodated.",@thefrecklepuny,2023-01-08 22:33:43+00:00,0
tH4HytdBzmM,UgxMQO_JqJtQh9vToU94AaABAg,"not illiteracy, innumeracy",@treyquattro,2023-01-08 22:31:55+00:00,0
tH4HytdBzmM,UgxU9v4YCtvysf-p9JZ4AaABAg,He’s thinking Global Bookmaker Britain.,@paulalderson7329,2023-01-08 22:26:54+00:00,0
tH4HytdBzmM,Ugw1jsY6WTytzv0eMfx4AaABAg,"Teacher ; What's two plus two?
Sunak ; Are you buying or selling?",@kenwalker5384,2023-01-08 22:16:00+00:00,1
tH4HytdBzmM,UgwUCp199e75ofu1FA54AaABAg,In college we have teachers who can teach maths but their English is so poor kids can't understand them...,@jamescoe764,2023-01-08 22:07:34+00:00,0
tH4HytdBzmM,UgyuLIfDE_APSkw-4ex4AaABAg,I think Sunak should have a Maths minister. I suggest Nadine Dorries. She would continue this present govts  M. O. That is that nothing they do adds up!.,@royboy565,2023-01-08 22:07:02+00:00,0
tH4HytdBzmM,Ugy2YUPEP4w29SjWeSR4AaABAg,"Frankly, this is one of these absurd and idiotic British discussions. FUCKING EVERYBODY IN MY COUNTRY LEARNS MATHS UNTIL 18. Greetings from Finland. 

This is such a dimwitted argument that I cannot entertain it without my head exploding. And I'm a Politcs graduate. 

Let me put it like this: It's fucking useless to speak about innovation, world-beating AI and genetics and pharmaceutical research without teaching maths. Nothing fuctions without maths, not even fucking shopping or household budgeting. 

In my UK university statistics class the best student in my class did not know how to do percentages. No nation can afford to have university graduates who do not know how to do percentages.",@samhartford8677,2023-01-08 22:01:40+00:00,0
tH4HytdBzmM,Ugx7SKsRNDKQxpTEaZV4AaABAg,Increase the proportion of the curriculum devoted to Maths? What curriculum areas will be reduced or eliminated?,@joeg46Highlands,2023-01-08 21:57:09+00:00,0
tH4HytdBzmM,UgzijPO0TUY6B7ljJIF4AaABAg,"When compulsory resits were introduced, colleges/6th forms stopped offering the equivalent Level 2 Functional Skills. So students with SEN would be almost guarenteed a ""fail"", as GCSE Maths is more theoretical than Functional Skills. Bring back the equivalent Level 2 Functional Skills!",@amandag5072,2023-01-08 21:56:50+00:00,0
tH4HytdBzmM,Ugybu5920bnZCW26rT54AaABAg,Innumeracy.,@huwzebediahthomas9193,2023-01-08 21:43:55+00:00,0
tH4HytdBzmM,Ugz7cdkYDa3GqOaNWot4AaABAg,"Personality styles, Narcissism. 
Strategies...
1. Intimidation = Threats, bribes, fear, violence, rage.
2. Projection = Blame the other for the crime you are committing.
3. Gaslighting = Deny reality. ""I never said that. That never happened"".
4.  Manipulation, lying, cheating, stealing, and extorting for their own selfish interest at the expense and harm of the vulnerable.
5. Distraction/deflection = change the subject to draw off accountability. For example, ""we need more maths""....
Purpose = control, domination, takes pleasure in the suffering of the vulnerable... (sadistic)
BTW, this is orthodox, robust, and rigorously defined and checked. It is in every psychology textbook. What are the implications of these personality styles on the population? Precisely the world as we see it now is utterly ruined and exploited, with death, starvation, helplessness, vulnerability, misery, and pain, with a few ultra-rich.
“The narcissistic person’s Greatest and Most Diabolical abilities is the ability to fly right under the radar of what is considered enforceable abuse (and criminality).” – Dr. Ramani Jan-8-2023.
This is the real enemy... (the cluster b personality style)
This is the education (understanding narcissism) the good faith folks need to know to spot the toxic types and begin to protect ourselves.
❤",@PenninkJacob,2023-01-08 21:40:16+00:00,0
tH4HytdBzmM,Ugykeb3J7HgiAFJUXPV4AaABAg,"The stuff they come out with these days is totally ludicrous. Desperate talk. Don't look here, look there, type stuff.",@huwzebediahthomas9193,2023-01-08 21:38:51+00:00,0
tH4HytdBzmM,UgzIpyILQMgC4LMSyqF4AaABAg,His maths policy is yet another attempt to distract attention away from the real issues.,@mac69041,2023-01-08 21:27:39+00:00,0
tH4HytdBzmM,Ugx7FtAaK1K6mapmXgZ4AaABAg,He’s got to prop up with IMPORTANT mathematical skills The City needs:  Bookmaking and money laundering.,@AdamSmith-cc5mz,2023-01-08 21:22:23+00:00,0
tH4HytdBzmM,Ugzy-4fXl0iyuEt825F4AaABAg,Phil i think you should add symbolic logic to your list of math topics.,@timseytiger9280,2023-01-08 21:16:40+00:00,0
tH4HytdBzmM,Ugw_ctbU3O5ZEXguFjN4AaABAg,Anyone reminded of Mr Devaleras'  emphasis on maths?,@johnryan7932,2023-01-08 21:11:07+00:00,0
tH4HytdBzmM,UgwKjiy8awjmJx9wm9d4AaABAg,I left my English school in the mid 50's.  We must have been poor because we could only afford 1 math.  I was only taught math. Only recently realized I had missed out on many more.,@oldgeezer-dg9lq,2023-01-08 21:09:33+00:00,0
tH4HytdBzmM,UgygqS5JbPu_3jlqNy14AaABAg,Students need to be taught never ever to vote for the Tories.,@audreymcgready4329,2023-01-08 21:04:57+00:00,0
tH4HytdBzmM,Ugwa6FzPyRtUDdbVNEN4AaABAg,"More teaching needs more teachers. More teachers need more money. That should be the end of the story. More teachers are not available, and the Tories won't give more money. Simple as that.",@matekochkoch,2023-01-08 21:00:21+00:00,0
tH4HytdBzmM,UgxcfQ9VCN9eCK_c3FF4AaABAg,not only maths. kids lost two years.,@IvanovichIvanov,2023-01-08 20:49:16+00:00,1
tH4HytdBzmM,UgyRjEWEbDSxQ7a1flR4AaABAg,"And just think,  we have 2 more years of this bollocks",@vinylrulesok8470,2023-01-08 20:48:15+00:00,0
tH4HytdBzmM,Ugy79eNXZM6TP4Ak4sl4AaABAg,The conservatives will lose at the next election. So much for the party of economic stability. Effing lies. Put them all in jail. They are scum.,@tittiebiscuits,2023-01-08 20:48:04+00:00,0
tH4HytdBzmM,UgzYCdV1AoAu5AtFvzV4AaABAg,"We need bricklayers , carpenters ., plumbers and electricians not spreadsheeet experts !",@kingozymandias8370,2023-01-08 20:46:49+00:00,0
tH4HytdBzmM,Ugw9AK5FCpc9IvJ3eIN4AaABAg,"By my calculations, he is the worst Prime Minister ever. What a clueless wonder. A PM by proxy only. Get rid of this stupid man now. From Cameron to this idiot the Tories have failed. They make the  country I love into a laughing stock all over the world.",@tittiebiscuits,2023-01-08 20:44:42+00:00,0
tH4HytdBzmM,Ugx9lHHfSF3-iQJkiYp4AaABAg,"My eldest wasn't good at maths and failed her CSE in fact she failed all her CSE's 10 years later she took a numeracy course so she could study nursing. 10 years on she is a Sister in the ICU and you should see the calculations she has to make with all the equipment and drugs. My youngest child is actually Dyspraxic, and at aged 30 still can't tell the time on a clock face or give the right amount of money when buying stuff, she has coping methods that get her through life and her job. She could have stayed in school till she 80 and not be able to add up on paper let alone in her head. My second child is a bloody mathematical genius probably because he's a tad autistic and now writes programmes for all sorts of things and earns loads of money. You can't force someone to study or learn maths, most of what I use today I had learnt by the age of 11 years apart from algebra and Pythagorus in senior school which I used for working out a roof or setting out a set of stairs. They should spend any extra money for maths on targeting the kids that really struggle with the subject.",@janwallace5005,2023-01-08 20:41:48+00:00,0
tH4HytdBzmM,UgwtVcbouKewgvnXSWp4AaABAg,"Government: Compulsory Maths education up until 18 years of age
Pupil: Yeah mate, we can leave school at 16!",@matthewyabsley,2023-01-08 20:40:38+00:00,0
tH4HytdBzmM,UgyhssUENJehHnM68Kl4AaABAg,Ironic. So many Tory policies just don't add up.,@mrc1500,2023-01-08 20:40:05+00:00,0
tH4HytdBzmM,Ugzg_2o1ii2WisKdaEt4AaABAg,Just another Tory - Sunak hairbrained idea. Unbelievable.,@grahamhall2662,2023-01-08 20:24:49+00:00,0
tH4HytdBzmM,UgzplKhdPKqWN1PaH3F4AaABAg,I just remember being employed by a well-known mortgage provider who wanted the majority of staff to be in the upper quarter of a specific measure.,@jonbuchan1930,2023-01-08 20:24:02+00:00,0
tH4HytdBzmM,UgxGkJFs2rntmQJ5pAF4AaABAg,"Saw Sunak being interviewed by Laura Kuenssberg today.
Every word that came out of his mouth was drivel.
He gave me the impression he is driven by pure evil.
If we don't get rid of him and his type from governing our country, we are doomed.",@kimcallaghan753,2023-01-08 20:21:20+00:00,0
tH4HytdBzmM,UgwKrxTzbQY1nP7KwRR4AaABAg,"The two main parties are now exactly the same .. you can't get a cigarette paper between them .. vote for Reform UK for real change .. don't trust Sunak or Starmer, Consocialists and multi millionaires that know nothing about real people .. two cheeks of the same ar5e !! ... VOTE REFORM UK 👍",@sammyjohn9353,2023-01-08 20:18:54+00:00,0
tH4HytdBzmM,UgwS7emW6CwTzE2zjwl4AaABAg,"Some form of maths...That is about as useful as if he, when asked what the plan is, answered that the plan was in English and had words in it.
It means he has no idea, and probably doesn't know enough maths himself to understand the curriculum if anybody else did.
But I don't think anybody in government knows what to teach unwilling 16 and 17 year olds, maths wise, or even how to go about any of it.
By that age, those with real talent in that area will have revealed themselves, and probably don't need that much encouragement. 
They have no idea what to do here, so they shout something they think sounds good. They will start a committee, which will write a report, which will say it's a stupid idea, and shouldn't be done even if it were possible, which it isn't, because you don't have the maths teachers to do this. You don't have enough now.
Stupid idea. Won't happen.",@maartenvandam344,2023-01-08 20:18:37+00:00,0
tH4HytdBzmM,Ugzamm3p4m-VoEegc9J4AaABAg,"I think the problem is that to be totally ignorant you have to know enough to think you know the answer when you don't.
The Tories lie about statistics daily but most people just turn off and ignore it. To truly fool people they have to know enough to understand the lies you are telling but not enough to know why they are lies.",@Spedley_2142,2023-01-08 20:17:37+00:00,0
tH4HytdBzmM,UgynLgVQAqgcXgzS9Md4AaABAg,"""Some form of maths....it could mean a number of things"" 

I see what you did there1",@timbeaton5045,2023-01-08 20:16:14+00:00,2
tH4HytdBzmM,Ugx0c36sNXwCRMUWW0l4AaABAg,That's because the Tories are meaningless  in every sense of the word!,@garyhowtobluetoothjblheadp3583,2023-01-08 20:14:16+00:00,0
tH4HytdBzmM,UgwUYCD24fzR-DTXcTl4AaABAg,"Reminded me of this, https://www.youtube.com/watch?v=9mc7eb1i9o4",@mikerb53,2023-01-08 20:13:42+00:00,0
tH4HytdBzmM,UgyEwMyesHB9DjV1sqB4AaABAg,"If you are a Tory, red wall labour, or leave voter .. vote for Reform UK next time, it's the only way to get a proper Brexit, and stop the illegal channel hoppers coming here ... VOTE REFORM UK 👍🇬🇧",@sammyjohn9353,2023-01-08 20:12:24+00:00,0
tH4HytdBzmM,UgwzY6OgY567fXyWRCd4AaABAg,Its just sidetracking from dealing with the ongoing strkes the tories are always thinking instead of doing they need to get their arse in gear and DO SOMETHING?,@johnrandle8365,2023-01-08 20:03:19+00:00,0
tH4HytdBzmM,UgzvSfiObDv0mp6-myt4AaABAg,Too be fair math is the fundamental building block of logical thinking. And as such is valuable. That being said people need to eat and that should be the priority,@seannolan343,2023-01-08 20:00:30+00:00,0
tH4HytdBzmM,Ugww6tr9vKZksf8JuU94AaABAg,A truly numerate citizenry would be a citizenry with much sharper critical skills: a nightmare for the Tories.,@parsonj39,2023-01-08 19:59:08+00:00,0
tH4HytdBzmM,UgzQBOMmJKEasp6lg9N4AaABAg,"Pointless, and impotent - sums up the Tory party, and that, amigo, is stating it politely!",@Outlier666,2023-01-08 19:56:53+00:00,0
tH4HytdBzmM,UgySzcHppNtHsR3_U154AaABAg,no plan ... there's always a plan ... to move our tax money into their pockets .. always follow the money,@mrgrumpy5116,2023-01-08 19:56:09+00:00,0
tH4HytdBzmM,UgzG1OF5HIELJ5hdtbN4AaABAg,Where do they get all these teachers to teach these lessons? What subject do the students drop at A-level to take this maths class? Or do they just have extra time in classes on top of the 4 A-levels to get into university,@thecommonsensechannel6268,2023-01-08 19:55:31+00:00,0
tH4HytdBzmM,UgxB_uXrydEw5m3DU-h4AaABAg,"i cant think about any way, that the government will spend money on peoples education, 
without knowing they will only vote Tories after leaving school!
so only children of rich or Tories can be send to math school up to 18yrs...
and they need to pledge never to vote Labour and never supporting any kind of industrial action!
workers are there to serve, not to be served with anything!",@Arltratlo,2023-01-08 19:54:55+00:00,0
tH4HytdBzmM,UgxpMr8FkalStLy6T9l4AaABAg,"Sunak""Study maths."" subtext ""You peasants are poor because you can't add up.""",@brianharris7243,2023-01-08 19:51:04+00:00,0
tH4HytdBzmM,Ugw6TqwMsBH4J_rMFR14AaABAg,"It may have started before, but Johnson was the master at promising something without any substance to it. He was too lazy to actually work on a plan. Remember his “High Wage, High Skill Economy”, “Levelling Up”, “Get Brexit Done”? All b*ll*cks. Ambition without strategy is pointless.",@andrewmoorhouse687,2023-01-08 19:50:15+00:00,0
